movie_id,title,release_date,popularity,vote_average,primary_genre
1303357,Silent Rebellion,2026-01-29,1.9894,6.9,Drama
1337055,Perfectly Imperfect,,0.5629,0.0,Comedy
1084577,Balls Up,2026-04-15,22.5565,5.869,Comedy
1536559,Double Happiness,2026-02-17,3.5903,6.4,Drama
1235304,Colours of Time,2025-05-22,1.755,7.4,Drama
1705584,Anatomia do Caos,2026-07-02,0.4733,0.0,Documentary
1341138,Spa Weekend,2026-08-20,2.1423,0.0,Comedy
1723007,锦鲤人间之如愿以偿,2026-06-29,0.2136,0.0,Animation
1259102,Eternity,2025-11-10,8.5843,7.075,Romance
617126,The Fantastic 4: First Steps,2025-07-23,22.0681,6.959,Science Fiction
1412598,Killer Whale,2026-01-16,7.2335,5.637,Thriller
1151031,Bring Her Back,2025-05-19,10.5224,7.3,Horror
1034716,People We Meet on Vacation,2026-01-06,7.5222,6.941,Comedy
1159206,Father Mother Sister Brother,2025-12-01,3.7965,6.395,Comedy
1384758,Ice Age: Boiling Point,2027-02-03,6.982,0.0,Adventure
1215638,Checkered Ninja 3,2026-01-01,3.2899,7.2,Animation
1545621,Detective Conan: Fallen Angel of the Highway,2026-04-10,20.397,8.0,Animation
1391239,The Debut,2026-12-03,5.4004,0.0,Music
1598206,No Baby on Board,2025-10-01,0.4488,0.0,Unknown
845781,Red One,2024-10-31,10.3497,6.982,Action
696506,Mickey 17,2025-02-28,12.4953,6.837,Science Fiction
1034541,Terrifier 3,2024-10-09,12.8391,6.786,Horror
698687,Transformers One,2024-09-11,9.6072,7.969,Animation
1135303,The Senior,2025-09-18,2.2127,6.8,Drama
1432474,Nimrods,2026-08-14,2.8983,0.0,Comedy
1242898,Predator: Badlands,2025-11-05,44.999,7.813,Action
1291375,Virginia Woolf's Night & Day,2026-06-19,3.3637,6.0,Comedy
1708177,TNA Slammiversary 2026,2026-06-28,1.0076,7.5,Unknown
1000850,Where the Wind Comes From,2025-09-04,0.7692,7.7,Drama
1705946,Never Shut Up,2026-06-26,0.1458,0.0,Documentary
1496491,Comédie-Française,2026-07-22,1.5133,0.0,Comedy
1125701,Midwinter Break,2026-02-20,2.5816,6.6,Drama
1010755,The Strangers: Chapter 3,2026-02-05,20.1139,5.86,Horror
1401778,Turbulence,2025-11-26,6.632,6.6,Thriller
1715492,Shipwrecked: Nightmare at Sea,2026-07-10,0.8942,0.0,Documentary
1621972,The Harpsichordist,2026-06-21,0.1739,0.0,Documentary
1000850,Where the Wind Comes From,2025-09-04,0.7692,7.7,Drama
1705946,Never Shut Up,2026-06-26,0.1458,0.0,Documentary
1496491,Comédie-Française,2026-07-22,1.5133,0.0,Comedy
1125701,Midwinter Break,2026-02-20,2.5816,6.6,Drama
1010755,The Strangers: Chapter 3,2026-02-05,20.1139,5.86,Horror
1401778,Turbulence,2025-11-26,6.632,6.6,Thriller
1715492,Shipwrecked: Nightmare at Sea,2026-07-10,0.8942,0.0,Documentary
1621972,The Harpsichordist,2026-06-21,0.1739,0.0,Documentary
1354518,100 Nights of Hero,2025-12-05,1.4391,6.0,Fantasy
1582328,Love At Last,2026-03-27,2.1197,4.6,Comedy
1064213,Anora,2024-10-14,13.5505,7.072,Drama
1272586,Battle of Oslo,2025-09-26,5.3602,6.7,War
1290792,One Spoon of Chocolate,2026-05-01,2.5054,4.813,Action
1126723,Mr. X,2026-04-17,5.1573,5.3,Action
1571891,Nobody Loves Kay,2026-06-04,2.3751,6.5,Drama
1352624,The Mastermind,2025-10-16,2.7873,5.8,Drama
1207123,White Snake: Afloat,2024-07-30,3.7632,8.0,Animation
1158996,Souleymane's Story,2024-10-09,1.7497,7.5,Drama
1388338,Girlfriends,2025-12-18,4.3646,5.5,Romance
1358280,Taboo: Family Secrets,2024-10-22,10.6104,5.2,Romance
1401542,Project Y,2026-01-21,3.1844,6.0,Crime
1195631,William Tell,2025-01-17,3.2147,6.2,Action
1429348,The Stranger,2025-10-29,2.874,6.756,Drama
1083433,I Know What You Did Last Summer,2025-07-16,7.4542,5.657,Horror
1423191,Resident Evil,2026-09-09,5.5966,0.0,Horror
799882,The Bluff,2026-02-17,5.4349,6.818,Drama
1174145,钟馗,2026-05-30,2.089,6.0,Animation
1431068,Main Vaapas Aaunga,2026-06-10,43.0671,6.5,Romance
1540365,Hippo's Revenge,2025-09-05,0.878,1.0,Horror
1624564,Libang Libu,2026-04-23,3.1153,8.5,Comedy
1437696,Fatherland,2026-06-19,4.6877,7.0,Drama
1226699,The Wrong Girls,2026-08-14,1.7442,0.0,Comedy
1251900,The Shrine,2026-02-06,5.1159,0.0,Horror
959646,Zombie Land Saga: Yumeginga Paradise,2025-10-24,2.9377,7.5,Animation
1331349,Two Pianos,2025-10-15,1.5554,5.036,Drama
1233506,The Shrinking Man,2025-10-22,8.4562,6.024,Adventure
1400756,"Mad Bills to Pay (or Destiny, dile que no soy malo)",2026-04-17,0.9874,6.0,Drama
1422120,Mermaid,2026-04-08,2.8035,5.7,Drama
1049471,Outcome,2026-04-06,8.1819,5.42,Comedy
1512084,Baby Do Die Do,2026-07-03,1.0676,0.0,Mystery
